,ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,"WHITE,HISPANIC","BLACK,ASIAN","NATIVE,OTHER",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGRE
0,,,Aalst,VLG,,Aalst,77534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,Aalter,VLG,,Aalter,18802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,Aarschot,VLG,,Aarschot,27656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,Aartselaar,VLG,,Aartselaar,14193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,Aiseau,WAL,,Aiseau,10906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,Alken,VLG,,Alken,10933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,Alveringem,VLG,,Alveringem,4910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,Amay,WAL,,Amay,13307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,Amblève,WAL,,Amblève,5221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,Andenne,WAL,,Andenne,24055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,Anderlues,WAL,,Anderlues,11597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,Anhée,WAL,,Anhée,7125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,Ans,WAL,,Ans,27297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,Anthisnes,WAL,,Anthisnes,4116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,Antoing,WAL,,Antoing,7507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,Antwerpen,VLG,,Antwerpen,459805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,Anzegem,VLG,,Anzegem,13920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,Ardooie,VLG,,Ardooie,9161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,Arendonk,VLG,,Arendonk,12247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,Arlon,WAL,,Arlon,26179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,As,VLG,,As,7250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,Asse,VLG,,Asse,28985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,Assenede,VLG,,Assenede,13495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,Assesse,WAL,,Assesse,6279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,Ath,WAL,,Ath,26681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,Attert,WAL,,Attert,4491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,Aubange,WAL,,Aubange,14932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,Aubel,WAL,,Aubel,4119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,Avelgem,VLG,,Avelgem,9106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,Awans,WAL,,Awans,8612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,Aywaille,WAL,,Aywaille,10636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,Baarle-Hertog,VLG,,Baarle-Hertog,2305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,Baelen,WAL,,Baelen,3928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,Balen,VLG,,Balen,19978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,Basse Lasne,WAL,,Basse Lasne,13861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,Bassenge,WAL,,Bassenge,8151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,Bastogne,WAL,,Bastogne,14395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,Beaumont,WAL,,Beaumont,6645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,Beauraing,WAL,,Beauraing,8242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,Beauvechain,WAL,,Beauvechain,6334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,Beernem,VLG,,Beernem,14512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,Beerse,VLG,,Beerse,16208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,Beersel,VLG,,Beersel,23228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,Begijnendijk,VLG,,Begijnendijk,9178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,Bekkevoort,VLG,,Bekkevoort,5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,Beloeil,WAL,,Beloeil,13405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,Beringen,VLG,,Beringen,40930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,Berlaar,VLG,,Berlaar,10370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,Berlare,VLG,,Berlare,13853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,Berloz,WAL,,Berloz,2770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,Bernissart,WAL,,Bernissart,11588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,Bertem,VLG,,Bertem,9215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,Bertogne,WAL,,Bertogne,2852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,Bertrix,WAL,,Bertrix,8063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,Bever,VLG,,Bever,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,Beveren,VLG,,Beveren,45179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,Beyne-Heusay,WAL,,Beyne-Heusay,11608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,Bierbeek,VLG,,Bierbeek,8994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,Bilzen,VLG,,Bilzen,29622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,Binche,WAL,,Binche,32030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,Bièvre,WAL,,Bièvre,3207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,Blankenberge,VLG,,Blankenberge,18230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,Blégny,WAL,,Blégny,12745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,Bocholt,VLG,,Bocholt,12346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,Boechout,VLG,,Boechout,12145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,Bonheiden,VLG,,Bonheiden,14260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,Boom,VLG,,Boom,15810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,Boortmeerbeek,VLG,,Boortmeerbeek,11570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,Borgloon,VLG,,Borgloon,9955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,Bornem,VLG,,Bornem,19997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,Borsbeek,VLG,,Borsbeek,10334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,Bouillon,WAL,,Bouillon,5347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,Boussu,WAL,,Boussu,20058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,Boutersem,VLG,,Boutersem,7702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,Braine-l'Alleud,WAL,,Braine-l'Alleud,37512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,Braine-le-Château,WAL,,Braine-le-Château,9627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,Braine-le-Comte,WAL,,Braine-le-Comte,20133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,Braives,WAL,,Braives,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,Brasschaat,VLG,,Brasschaat,37040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,Brecht,VLG,,Brecht,25908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,Bredene,VLG,,Bredene,14862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,Bree,VLG,,Bree,14363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,Brugelette,WAL,,Brugelette,3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,Brugge,VLG,,Brugge,116709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,Brunehault,WAL,,Brunehault,7592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,Brussels,BRU,,Brussels,1019022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,Buggenhout,VLG,,Buggenhout,13510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,Bullange,WAL,,Bullange,5340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,Burdinne,WAL,,Burdinne,2799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,Butgenbach,WAL,,Butgenbach,5516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,Celles,WAL,,Celles,5471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,Cerfontaine,WAL,,Cerfontaine,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,Chapelle-lez-Herlaimont,WAL,,Chapelle-lez-Herlaimont,14353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,Charleroi,WAL,,Charleroi,200132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,Chasse Royale,WAL,,Chasse Royale,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,Chastre,WAL,,Chastre,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,Chastre-Villeroux-Blanmont,WAL,,Chastre-Villeroux-Blanmont,6243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,Chaudfontaine,WAL,,Chaudfontaine,20960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,Chaumont-Gistoux,WAL,,Chaumont-Gistoux,10943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,Chimay,WAL,,Chimay,9720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,Chiny,WAL,,Chiny,4897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,Chièvres,WAL,,Chièvres,6045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,Châtelet,WAL,,Châtelet,35238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,Ciney,WAL,,Ciney,14830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,Clavier,WAL,,Clavier,4092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,Colfontaine,WAL,,Colfontaine,19964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,Comblain-au-Pont,WAL,,Comblain-au-Pont,5308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,Cortil-Wodon,WAL,,Cortil-Wodon,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,Courcelles,WAL,,Courcelles,29473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,Court-Saint-Étienne,WAL,,Court-Saint-Étienne,9353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,Couvin,WAL,,Couvin,13518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,Crisnée,WAL,,Crisnée,2587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,Dalhem,WAL,,Dalhem,6391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,Damme,VLG,,Damme,10924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,Daverdisse,WAL,,Daverdisse,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,De Haan,VLG,,De Haan,11766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,De Panne,VLG,,De Panne,9799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,De Pinte,VLG,,De Pinte,10020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,Deerlijk,VLG,,Deerlijk,11292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,Deinze,VLG,,Deinze,29815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,Denderleeuw,VLG,,Denderleeuw,16969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,Dendermonde,VLG,,Dendermonde,43055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,Dentergem,VLG,,Dentergem,8038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,Dessel,VLG,,Dessel,8707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,Destelbergen,VLG,,Destelbergen,16853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,Deurne,VLG,,Deurne,78747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,Diegem,VLG,,Diegem,5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,Diepenbeek,VLG,,Diepenbeek,17699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,Diest,VLG,,Diest,22516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,Diksmuide,VLG,,Diksmuide,15515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,Dilbeek,VLG,,Dilbeek,39482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,Dinant,WAL,,Dinant,12875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,Dison,WAL,,Dison,13642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,Doische,WAL,,Doische,2739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,Donceel,WAL,,Donceel,2712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,Dour,WAL,,Dour,16861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,Drogenbos,VLG,,Drogenbos,4843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,Duffel,VLG,,Duffel,16011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,Durbuy,WAL,,Durbuy,10251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,Edegem,VLG,,Edegem,21839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,Eeklo,VLG,,Eeklo,19116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,Ellezelles,WAL,,Ellezelles,5566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,Enghien,WAL,,Enghien,11367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,Engis,WAL,,Engis,5737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,Erquelinnes,WAL,,Erquelinnes,9396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,Esneux,WAL,,Esneux,13497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,Essen,VLG,,Essen,16754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,Estaimpuis,WAL,,Estaimpuis,9340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,Estinnes-au-Val,WAL,,Estinnes-au-Val,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,Eupen,WAL,,Eupen,18029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,Evergem,VLG,,Evergem,31615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,Faimes,WAL,,Faimes,3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,Farciennes,WAL,,Farciennes,11488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,Fauvillers,WAL,,Fauvillers,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,Ferrières,WAL,,Ferrières,4434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,Fexhe-le-Haut-Clocher,WAL,,Fexhe-le-Haut-Clocher,3082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,Fleurus,WAL,,Fleurus,22080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,Flobecq,WAL,,Flobecq,3142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,Floreffe,WAL,,Floreffe,7480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,Florennes,WAL,,Florennes,10723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,Florenville,WAL,,Florenville,5464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,Flémalle-Haute,WAL,,Flémalle-Haute,25144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,Fléron,WAL,,Fléron,15994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,Forville,WAL,,Forville,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,Fosses-la-Ville,WAL,,Fosses-la-Ville,9062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,Frameries,WAL,,Frameries,20598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,Frasnes-lez-Anvaing,WAL,,Frasnes-lez-Anvaing,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,Frasnes-lez-Buissenal,WAL,,Frasnes-lez-Buissenal,10936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,Froidchapelle,WAL,,Froidchapelle,3579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,Galmaarden,VLG,,Galmaarden,7939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,Gavere,VLG,,Gavere,11888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,Gedinne,WAL,,Gedinne,4416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,Geel,VLG,,Geel,34697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,Geer,WAL,,Geer,2682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,Geetbets,VLG,,Geetbets,5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,Gembloux,WAL,,Gembloux,21676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,Genappe,WAL,,Genappe,14266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,Genk,VLG,,Genk,63666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,Gent,VLG,,Gent,231493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,Geraardsbergen,VLG,,Geraardsbergen,30807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,Gerpinnes,WAL,,Gerpinnes,11977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,Gesves,WAL,,Gesves,6150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,Gingelom,VLG,,Gingelom,7930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,Gistel,VLG,,Gistel,11084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
